No.,Name,Pos,Ht,Wt,Birth Date,,Exp,College,City,Team,,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1,Jameer Nelson,PG,6-0,190,"February 9, 1982",us,12,Saint Joseph's University,Denver,Nuggets,Jameer Nelson,34,74,38,27.2,3.6,8,0.445,1.4,3.6,0.39,2.2,4.4,0.491,0.533,0.6,0.9,0.714,0.4,2.2,2.6,5.1,0.7,0.1,1.7,2.6,9.2
15,Nikola Jokic,C,6-10,250,"February 19, 1995",rs,1,,Denver,Nuggets,Nikola Jokic,21,67,53,27.6,6.7,11.5,0.582,0.6,1.8,0.336,6.1,9.7,0.628,0.608,2.5,3,0.827,3,6.6,9.6,4.9,0.8,0.7,2.3,2.9,16.5
5,Will Barton,SG,6-6,175,"January 6, 1991",us,4,University of Memphis,Denver,Nuggets,Will Barton,26,60,19,28.4,4.9,11.1,0.442,1.5,3.9,0.37,3.5,7.2,0.481,0.507,2.4,3.2,0.753,1,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7
34,Roy Hibbert,C,7-2,270,"December 11, 1986",us,8,Georgetown University,Denver,Nuggets,Roy Hibbert,30,42,13,16,1.9,3.4,0.542,0,0,,1.9,3.4,0.542,0.542,1.5,1.8,0.813,1.3,2.4,3.6,0.5,0.2,1,0.7,2.3,5.2
0,Darrell Arthur,PF,6-9,235,"March 25, 1988",us,7,University of Kansas,Denver,Nuggets,Darrell Arthur,28,39,7,15.3,2.3,5.1,0.452,1.3,2.7,0.462,1.1,2.4,0.441,0.575,0.3,0.3,0.846,0.6,2.1,2.7,1.1,0.4,0.5,0.9,1.9,6.2
25,Malik Beasley,SG,6-5,196,"November 26, 1996",us,R,Florida State University,Denver,Nuggets,Malik Beasley,20,19,0,4.7,1,2.3,0.432,0.3,0.9,0.353,0.7,1.4,0.481,0.5,0.3,0.4,0.75,0.1,0.4,0.5,0.3,0.2,0,0.3,0.3,2.6
3,Mike Miller,SF,6-8,218,"February 19, 1980",us,16,University of Florida,Denver,Nuggets,Mike Miller,36,17,0,5.4,0.4,0.9,0.4,0.4,0.8,0.462,0,0.1,0,0.6,0.1,0.1,1,0.1,1.2,1.4,0.7,0.1,0,0.5,0.4,1.2
27,Jamal Murray,SG,6-4,207,"February 23, 1997",ca,R,University of Kentucky,Denver,Nuggets,Jamal Murray,19,76,5,20.5,3.4,8.5,0.399,1.4,4.1,0.34,2,4.4,0.453,0.48,1.2,1.4,0.869,0.5,2,2.5,1.8,0.6,0.3,1.3,1.6,9.4
41,Juan Hernangomez,PF,6-9,230,"September 28, 1995",es,R,,Denver,Nuggets,Juan Hernangomez,21,57,8,13.3,1.6,3.3,0.476,0.7,1.6,0.44,0.9,1.7,0.51,0.582,0.9,1.3,0.75,0.7,2.3,3,0.5,0.5,0.2,0.5,1,4.8
9,Ricky Rubio,PG,6-4,194,"October 21, 1990",es,5,,Minnesota,Timberwolves,Ricky Rubio,26,69,69,32.7,3.4,8.3,0.409,0.8,2.6,0.318,2.6,5.7,0.45,0.459,3.3,3.7,0.886,0.9,3.1,4,9,1.8,0.1,2.6,2.7,10.9
15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",us,3,"University of California, Los Angeles",Minnesota,Timberwolves,Shabazz Muhammad,24,71,1,19.5,3.5,7.4,0.48,0.6,1.8,0.354,2.9,5.6,0.522,0.524,1.8,2.3,0.773,1,1.8,2.8,0.5,0.3,0.1,0.7,1.1,9.5
5,Gorgui Dieng,PF,6-11,241,"January 18, 1990",sn,3,University of Louisville,Minnesota,Timberwolves,Gorgui Dieng,27,75,75,32.2,4.1,8.2,0.501,0.2,0.5,0.39,3.9,7.7,0.509,0.514,1.6,2.1,0.799,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10.1
14,Nikola Pekovic,C,6-11,307,"January 3, 1986",me,6,,Minnesota,Timberwolves,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22,Andrew Wiggins,SF,6-8,199,"February 23, 1995",ca,2,University of Kansas,Minnesota,Timberwolves,Andrew Wiggins,21,75,75,37.3,8.5,18.8,0.453,1.2,3.4,0.36,7.3,15.4,0.474,0.486,4.9,6.5,0.753,1.3,2.7,4,2.3,1,0.4,2.3,2.3,23.2
8,Zach LaVine,SG,6-5,189,"March 10, 1995",us,2,"University of California, Los Angeles",Minnesota,Timberwolves,Zach LaVine,21,47,47,37.2,6.9,15.1,0.459,2.6,6.6,0.387,4.4,8.5,0.515,0.544,2.5,3,0.836,0.4,3,3.4,3,0.9,0.2,1.8,2.2,18.9
33,Adreian Payne,PF,6-10,237,"February 19, 1991",us,2,Michigan State University,Minnesota,Timberwolves,Adreian Payne,25,14,0,7.6,1.4,3.2,0.444,0.1,0.8,0.182,1.3,2.4,0.529,0.467,1,1.4,0.737,0.5,1.2,1.7,0.4,0.4,0.4,0.5,1.9,4
32,Karl-Anthony Towns,C,7-0,244,"November 15, 1995",us,1,University of Kentucky,Minnesota,Timberwolves,Karl-Anthony Towns,21,75,75,37,9.6,18,0.534,1.2,3.4,0.354,8.4,14.6,0.576,0.568,4.3,5.3,0.827,3.7,8.4,12.1,2.7,0.7,1.3,2.6,3,24.7
1,Tyus Jones,PG,6-2,195,"May 10, 1996",us,1,Duke University,Minnesota,Timberwolves,Tyus Jones,20,53,0,12.7,1.2,3,0.405,0.4,1.3,0.343,0.8,1.7,0.451,0.478,0.6,0.8,0.775,0.2,0.9,1.1,2.6,0.8,0.1,0.6,0.8,3.4
88,Nemanja Bjelica,PF,6-10,240,"May 9, 1988",rs,1,,Minnesota,Timberwolves,Nemanja Bjelica,28,65,1,18.3,2.3,5.5,0.424,0.9,2.7,0.316,1.5,2.8,0.531,0.503,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2
45,Cole Aldrich,C,6-11,250,"October 31, 1988",us,6,University of Kansas,Minnesota,Timberwolves,Cole Aldrich,28,60,0,8.5,0.7,1.3,0.538,0,0,,0.7,1.3,0.538,0.538,0.3,0.4,0.682,0.8,1.7,2.6,0.4,0.4,0.4,0.3,1.4,1.7
3,Kris Dunn,PG,6-4,210,"March 18, 1994",us,R,Providence College,Minnesota,Timberwolves,Kris Dunn,22,71,6,17.2,1.6,4,0.388,0.3,1,0.286,1.3,3,0.421,0.423,0.5,0.8,0.61,0.3,1.9,2.2,2.3,1,0.5,1.2,2.2,3.9
4,Brandon Rush,SG,6-6,220,"July 7, 1985",us,8,University of Kansas,Minnesota,Timberwolves,Brandon Rush,31,40,26,20.9,1.5,4.1,0.37,1,2.4,0.406,0.5,1.7,0.318,0.491,0.2,0.3,0.75,0.3,1.8,2.1,1,0.5,0.5,0.5,0.9,4.2
27,Jordan Hill,C,6-10,235,"July 27, 1987",us,7,University of Arizona,Minnesota,Timberwolves,Jordan Hill,29,6,0,6.8,0.7,1.8,0.364,0,0,,0.7,1.8,0.364,0.364,0.3,0.3,1,1.2,1,2.2,0,0.2,0,0.5,1.5,1.7
7,Lance Stephenson,SG,6-5,230,"September 5, 1990",us,6,University of Cincinnati,Minnesota,Timberwolves,Lance Stephenson,26,1,0,18,2,7,0.286,0,1,0,2,6,0.333,0.286,0,0,,0,3,3,3,0,0,1,5,4
18,Omri Casspi,SF,6-9,225,"June 22, 1988",il,7,,Minnesota,Timberwolves,Omri Casspi,28,6,0,14.8,1.2,2.5,0.467,0.2,0.8,0.2,1,1.7,0.6,0.5,0.7,0.7,1,0.2,0.7,0.8,0.5,0.5,0.2,1,1.7,3.2
9,Tony Parker,PG,6-2,185,"May 17, 1982",be,15,,San Antonio,Spurs,Tony Parker,34,58,58,25.4,4.2,9.1,0.458,0.4,1.1,0.338,3.8,8,0.475,0.479,1.3,1.9,0.722,0.2,1.7,1.9,4.6,0.5,0,1.4,1.5,10.1
8,Patty Mills,PG,6-0,185,"August 11, 1988",au,7,Saint Mary's College of California,San Antonio,Spurs,Patty Mills,28,74,7,22.1,3.5,7.9,0.447,1.9,4.5,0.417,1.6,3.4,0.488,0.567,0.9,1.1,0.821,0.3,1.5,1.8,3.5,0.8,0,1.2,1.4,9.8
1,Kyle Anderson,SG,6-9,230,"September 20, 1993",us,2,"University of California, Los Angeles",San Antonio,Spurs,Kyle Anderson,23,66,13,13.4,1.2,2.6,0.453,0.2,0.5,0.406,1,2.1,0.464,0.491,0.6,0.8,0.82,0.4,2.3,2.7,1.2,0.7,0.3,0.5,0.8,3.2
2,Kawhi Leonard,SF,6-7,230,"June 29, 1991",us,5,San Diego State University,San Antonio,Spurs,Kawhi Leonard,25,69,69,33.8,8.7,17.9,0.484,1.9,5.3,0.368,6.7,12.6,0.532,0.538,6.6,7.5,0.88,1.1,4.7,5.9,3.6,1.8,0.8,2.1,1.6,25.9
14,Danny Green,SG,6-6,215,"June 22, 1987",us,7,University of North Carolina,San Antonio,Spurs,Danny Green,29,66,66,26.8,2.6,6.6,0.395,1.8,4.6,0.384,0.8,2,0.421,0.529,0.4,0.5,0.844,0.4,2.8,3.3,1.8,1,0.8,1.1,1.8,7.4
12,LaMarcus Aldridge,PF,6-11,260,"July 19, 1985",us,10,University of Texas at Austin,San Antonio,Spurs,LaMarcus Aldridge,31,67,67,32.7,7,14.7,0.473,0.3,0.8,0.431,6.6,14,0.475,0.484,3.2,4,0.815,2.5,5,7.5,2.1,0.6,1.2,1.4,2.2,17.5
17,Jonathon Simmons,SG,6-6,195,"September 14, 1989",us,1,University of Houston,San Antonio,Spurs,Jonathon Simmons,27,72,4,17.3,2.2,5.1,0.427,0.4,1.2,0.307,1.8,3.9,0.465,0.464,1.3,1.7,0.764,0.3,1.8,2,1.5,0.6,0.3,0.9,1.9,6.1
16,Pau Gasol,C,7-0,250,"July 6, 1980",es,15,,San Antonio,Spurs,Pau Gasol,36,59,39,25.6,4.8,9.5,0.508,0.8,1.6,0.538,4,7.9,0.502,0.553,2,2.9,0.694,1.7,6,7.7,2.5,0.4,1.1,1.3,1.7,12.5
20,Manu Ginobili,SG,6-6,205,"July 28, 1977",ar,14,,San Antonio,Spurs,Manu Ginobili,39,65,0,18.9,2.5,6.5,0.39,1.3,3.4,0.384,1.2,3.1,0.397,0.489,1.3,1.6,0.8,0.4,1.9,2.3,2.7,1.2,0.2,1.3,1.8,7.7
3,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us,3,University of Southern California,San Antonio,Spurs,Dewayne Dedmon,27,70,31,17.4,2.2,3.3,0.651,0,0,,2.2,3.3,0.651,0.651,0.9,1.2,0.729,1.6,4.8,6.4,0.6,0.5,0.8,0.8,2.4,5.2
5,Dejounte Murray,PG,6-5,170,"September 19, 1996",us,R,University of Washington,San Antonio,Spurs,Dejounte Murray,20,37,8,8.5,1.3,3.1,0.426,0.2,0.6,0.391,1.1,2.5,0.435,0.465,0.6,0.8,0.7,0.2,1,1.1,1.3,0.2,0.2,1,0.8,3.5
11,Bryn Forbes,SG,6-3,190,"July 23, 1993",us,R,Michigan State University,San Antonio,Spurs,Bryn Forbes,23,31,0,6.5,0.7,2,0.355,0.3,1,0.323,0.4,1,0.387,0.435,0.1,0.1,0.667,0.1,0.5,0.5,0.4,0,0,0.2,0.4,1.8
42,Davis Bertans,PF,6-10,210,"November 12, 1992",lv,R,,San Antonio,Spurs,Davis Bertans,24,62,5,11.6,1.4,3.2,0.44,0.9,2.3,0.4,0.5,0.9,0.545,0.585,0.4,0.5,0.818,0.3,1.2,1.5,0.7,0.3,0.4,0.5,1.1,4.2
10,David Lee,PF,6-9,245,"April 29, 1983",us,11,University of Florida,San Antonio,Spurs,David Lee,33,73,10,18.5,3.2,5.2,0.608,0,0,,3.2,5.2,0.608,0.608,1,1.4,0.709,1.8,3.8,5.6,1.5,0.4,0.5,1,1.6,7.4
30,Joel Anthony,C,6-9,245,"August 9, 1982",ca,9,"University of Nevada, Las Vegas",San Antonio,Spurs,Joel Anthony,34,17,0,5.3,0.5,0.8,0.571,0,0,,0.5,0.8,0.571,0.571,0.1,0.1,1,0.4,0.9,1.3,0.1,0.1,0.2,0.2,0.6,1.1
13,James Harden,PG,6-5,220,"August 26, 1989",us,7,Arizona State University,Houston,Rockets,James Harden,27,76,76,36.5,8.4,19,0.441,3.2,9.2,0.344,5.2,9.8,0.531,0.524,9.2,10.8,0.852,1.2,6.9,8.1,11.2,1.5,0.4,5.8,2.6,29.2
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",us,12,"University of California, Los Angeles",Houston,Rockets,Trevor Ariza,31,76,76,34.6,4.1,9.9,0.414,2.4,6.9,0.35,1.7,2.9,0.563,0.537,1.2,1.6,0.742,0.7,5.1,5.7,2.1,1.9,0.3,0.9,1.6,11.8
15,Clint Capela,C,6-10,240,"May 18, 1994",ch,2,,Houston,Rockets,Clint Capela,22,62,56,23.8,5.4,8.6,0.63,0,0,,5.4,8.6,0.63,0.63,1.5,2.7,0.538,2.7,5.3,8.1,1,0.5,1.2,1.3,2.8,12.3
7,Sam Dekker,SF,6-9,230,"May 6, 1994",us,1,University of Wisconsin,Houston,Rockets,Sam Dekker,22,77,2,18.4,2.6,5.6,0.473,0.8,2.4,0.321,1.9,3.1,0.591,0.543,0.5,0.9,0.559,1.2,2.5,3.7,1,0.5,0.3,0.5,1.1,6.5
2,Patrick Beverley,SG,6-1,185,"July 12, 1988",us,4,University of Arkansas,Houston,Rockets,Patrick Beverley,28,63,63,30.7,3.4,8.2,0.418,1.7,4.4,0.385,1.7,3.8,0.455,0.52,1.1,1.3,0.827,1.4,4.3,5.7,4.2,1.5,0.4,1.5,3.3,9.6
12,Lou Williams,SG,6-1,175,"October 27, 1986",us,11,,Houston,Rockets,Lou Williams,30,19,0,25.4,4.7,11.6,0.407,1.9,5.6,0.349,2.8,6.1,0.461,0.491,3.9,4.7,0.843,0.6,2.2,2.7,2.5,0.7,0.4,1.6,1.2,15.4
5,Montrezl Harrell,PF,6-8,240,"January 26, 1994",us,1,University of Louisville,Houston,Rockets,Montrezl Harrell,23,55,14,18,3.9,5.9,0.65,0,0.1,0.167,3.8,5.8,0.659,0.652,1.3,2.1,0.626,1.4,2.3,3.6,1.1,0.4,0.7,0.7,2.1,9
3,Ryan Anderson,PF,6-10,240,"May 6, 1988",us,8,University of California,Houston,Rockets,Ryan Anderson,28,68,68,29.8,4.5,10.8,0.414,2.8,6.9,0.398,1.7,3.8,0.442,0.542,1.9,2.2,0.857,1.6,3.1,4.7,0.9,0.5,0.2,0.8,2,13.5
10,Eric Gordon,SG,6-4,215,"December 25, 1988",us,8,Indiana University,Houston,Rockets,Eric Gordon,28,71,14,31,5.6,13.5,0.412,3.3,8.8,0.378,2.3,4.8,0.473,0.534,1.9,2.3,0.835,0.4,2.2,2.6,2.6,0.7,0.5,1.7,2,16.4
42,Nene Hilario,C,6-11,250,"September 13, 1982",br,14,,Houston,Rockets,Nene Hilario,34,64,7,17.9,3.6,5.9,0.613,0,0.1,0.333,3.5,5.7,0.62,0.617,1.8,3,0.598,1.4,2.8,4.2,1,0.8,0.6,1.1,2.5,9
21,Chinanu Onuaku,C,6-10,245,"November 1, 1996",us,R,University of Louisville,Houston,Rockets,Chinanu Onuaku,20,2,0,5,1,1,1,0,0,,1,1,1,1,1,1,1,0.5,1,1.5,0.5,0.5,0,0,0.5,3
30,Kyle Wiltjer,PF,6-10,240,"October 20, 1992",us,R,Gonzaga University,Houston,Rockets,Kyle Wiltjer,24,13,0,3.3,0.3,1.1,0.286,0.3,1,0.308,0,0.1,0,0.429,0.1,0.2,0.5,0.3,0.5,0.8,0.2,0.2,0.1,0.4,0.3,1
8,Bobby Brown,PG,6-2,175,"September 24, 1984",us,2,"California State University, Fullerton",Houston,Rockets,Bobby Brown,32,22,0,3,0.5,1.6,0.333,0.3,0.9,0.35,0.2,0.7,0.313,0.431,0,0,,0,0.2,0.2,0.1,0,0,0.1,0.1,1.4
17,Isaiah Taylor,G,6-3,170,"July 11, 1994",us,R,University of Texas at Austin,Houston,Rockets,Isaiah Taylor,22,1,0,15,1,3,0.333,0,1,0,1,2,0.5,0.333,1,2,0.5,0,1,1,0,1,1,0,2,3
14,Troy Williams,F,6-7,218,"December 30, 1994",us,R,Indiana University,Houston,Rockets,Troy Williams,22,1,1,39,7,12,0.583,6,9,0.667,1,3,0.333,0.833,1,2,0.5,1,4,5,3,1,0,1,5,21
15,Vince Carter,SG,6-6,220,"January 26, 1977",us,18,University of North Carolina,Memphis,Grizzlies,Vince Carter,40,68,10,24.6,2.6,6.8,0.389,1.5,4,0.369,1.2,2.8,0.418,0.498,1.2,1.6,0.757,0.5,2.7,3.2,1.8,0.9,0.5,0.6,2.3,8
50,Zach Randolph,PF,6-9,260,"July 16, 1981",us,15,Michigan State University,Memphis,Grizzlies,Zach Randolph,35,69,5,24.5,5.9,13.1,0.453,0.3,1.3,0.225,5.7,11.8,0.477,0.464,1.9,2.6,0.735,2.6,5.6,8.2,1.7,0.5,0.1,1.3,1.9,14.1
33,Marc Gasol,C,7-1,255,"January 29, 1985",es,8,,Memphis,Grizzlies,Marc Gasol,32,69,69,34.6,7.3,15.9,0.46,1.4,3.7,0.381,5.9,12.3,0.483,0.504,3.8,4.6,0.83,0.8,5.4,6.2,4.6,0.9,1.3,2.2,2.3,19.9
9,Tony Allen,SG,6-4,213,"January 11, 1982",us,12,Oklahoma State University,Memphis,Grizzlies,Tony Allen,35,67,62,27.5,3.9,8.5,0.454,0.2,0.8,0.288,3.6,7.7,0.471,0.467,1.2,1.9,0.617,2.4,3.2,5.6,1.4,1.7,0.4,1.5,2.6,9.1
0,JaMychal Green,PF,6-9,227,"June 21, 1990",us,2,University of Alabama,Memphis,Grizzlies,JaMychal Green,26,72,70,27.7,3.3,6.6,0.501,0.7,1.9,0.378,2.6,4.7,0.55,0.555,1.8,2.3,0.81,2.3,5,7.2,1.1,0.6,0.5,1.2,3.3,9.2
1,Jarell Martin,PF,6-10,239,"May 24, 1994",us,1,Louisiana State University,Memphis,Grizzlies,Jarell Martin,22,40,3,13.5,1.4,3.6,0.378,0.2,0.6,0.36,1.1,3,0.381,0.409,1,1.2,0.792,0.9,2.9,3.9,0.2,0.4,0.2,0.7,2.3,3.9
34,Brandan Wright,PF,6-10,210,"October 5, 1987",us,8,University of North Carolina,Memphis,Grizzlies,Brandan Wright,29,23,5,15.8,3.3,5.2,0.625,0,0,0,3.3,5.2,0.63,0.625,0.9,1.3,0.645,1.1,1.7,2.8,0.4,0.4,0.6,0.4,1.5,7.4
25,Chandler Parsons,SF,6-10,230,"October 25, 1988",us,5,University of Florida,Memphis,Grizzlies,Chandler Parsons,28,34,34,19.9,2.2,6.5,0.338,0.7,2.7,0.269,1.5,3.8,0.388,0.394,1,1.3,0.814,0.2,2.3,2.5,1.6,0.6,0.1,0.7,1.5,6.2
5,Andrew Harrison,SG,6-6,213,"October 28, 1994",us,R,University of Kentucky,Memphis,Grizzlies,Andrew Harrison,22,68,17,20.3,1.6,5,0.324,0.6,2.2,0.286,1,2.8,0.354,0.386,2,2.7,0.764,0.3,1.5,1.8,2.7,0.8,0.3,1.2,2.7,5.9
11,Mike Conley,PG,6-1,175,"October 11, 1987",us,9,Ohio State University,Memphis,Grizzlies,Mike Conley,29,65,64,33.6,6.7,14.8,0.453,2.4,6.1,0.401,4.2,8.6,0.489,0.535,4.7,5.5,0.86,0.5,3.1,3.6,6.4,1.3,0.3,2.2,1.8,20.5
30,Troy Daniels,SG,6-4,205,"July 15, 1991",us,3,Virginia Commonwealth University,Memphis,Grizzlies,Troy Daniels,25,62,3,17.6,2.8,7.5,0.376,2.1,5.4,0.389,0.7,2,0.341,0.517,0.7,0.9,0.811,0.3,1.1,1.4,0.7,0.3,0,0.6,1.3,8.4
8,James Ennis,SF,6-7,210,"July 1, 1990",us,2,"California State University, Long Beach",Memphis,Grizzlies,James Ennis,26,61,27,23.7,2.3,5.1,0.457,0.8,2.2,0.376,1.5,3,0.517,0.537,1.4,1.8,0.778,1.1,3,4,1,0.7,0.3,0.9,2.6,6.9
4,Wade Baldwin,PG,6-4,202,"March 29, 1996",us,R,Vanderbilt University,Memphis,Grizzlies,Wade Baldwin,20,28,1,12.2,1,3.1,0.318,0.1,0.7,0.105,0.9,2.5,0.377,0.33,1,1.1,0.844,0.3,1,1.2,2,0.5,0.3,1.2,1.2,3
23,Deyonta Davis,C,6-11,237,"December 2, 1996",us,R,Michigan State University,Memphis,Grizzlies,Deyonta Davis,20,33,0,6.4,0.7,1.3,0.535,0,0,,0.7,1.3,0.535,0.535,0.3,0.5,0.556,0.5,1.2,1.7,0.1,0,0.5,0.2,1.1,1.7
7,Wayne Selden,SG,6-5,230,"September 30, 1994",us,R,University of Kansas,Memphis,Grizzlies,Wayne Selden,22,6,2,8.7,0.7,2.2,0.308,0,1.3,0,0.7,0.8,0.8,0.308,0.5,0.7,0.75,0,0.7,0.7,0.5,0.3,0,0.5,0.8,1.8
20,Quincy Pondexter,G-F,6-7,220,"March 10, 1988",us,5,University of Washington,New Orleans,Pelicans,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23,Anthony Davis,C,6-10,253,"March 11, 1993",us,4,University of Kentucky,New Orleans,Pelicans,Anthony Davis,23,73,73,36.2,10.2,20.1,0.505,0.5,1.7,0.302,9.6,18.4,0.524,0.518,7,8.8,0.803,2.3,9.7,12,2.2,1.3,2.2,2.5,2.2,27.8
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us,7,"University of California, Los Angeles",New Orleans,Pelicans,Jrue Holiday,26,62,56,33,6.1,13.5,0.454,1.6,4.2,0.37,4.6,9.3,0.492,0.512,1.8,2.6,0.698,0.7,3.2,3.9,7.2,1.6,0.7,2.9,2.1,15.6
0,DeMarcus Cousins,C,6-11,270,"August 13, 1990",us,6,University of Kentucky,New Orleans,Pelicans,DeMarcus Cousins,26,16,16,33.6,8.3,18.2,0.454,2.1,5.4,0.379,6.2,12.8,0.485,0.51,5.4,7.1,0.77,2.1,10.4,12.4,3.6,1.5,1.3,3.8,4.3,24
42,Alexis Ajinca,C,7-2,248,"May 6, 1988",fr,6,,New Orleans,Pelicans,Alexis Ajinca,28,34,12,14,1.9,3.9,0.481,0,0.1,0,1.9,3.8,0.492,0.481,0.6,0.9,0.71,1.1,3.1,4.3,0.3,0.5,0.6,0.8,1.8,4.4
3,Omer Asik,C,7-0,255,"July 4, 1986",tr,6,,New Orleans,Pelicans,Omer Asik,30,31,19,15.5,1,2.1,0.477,0,0,,1,2.1,0.477,0.477,0.7,1.3,0.59,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7
33,Dante Cunningham,SF,6-8,230,"April 22, 1987",us,7,Villanova University,New Orleans,Pelicans,Dante Cunningham,29,61,31,25.3,2.6,5.5,0.473,1.1,2.8,0.388,1.5,2.8,0.56,0.571,0.3,0.4,0.593,0.9,3.4,4.2,0.6,0.6,0.4,0.4,1.6,6.6
55,E'Twaun Moore,SG,6-4,191,"February 28, 1989",us,5,Purdue University,New Orleans,Pelicans,E'Twaun Moore,27,70,21,25.1,3.9,8.6,0.453,1.1,2.9,0.368,2.8,5.7,0.496,0.515,0.8,1,0.789,0.5,1.6,2.1,2.3,0.7,0.4,0.9,1.8,9.6
2,Tim Frazier,PG,6-1,170,"November 1, 1990",us,2,Pennsylvania State University,New Orleans,Pelicans,Tim Frazier,26,61,31,23.6,2.6,6.3,0.413,0.6,2,0.308,2,4.3,0.46,0.461,1.5,1.9,0.774,0.5,2.2,2.7,5.1,0.9,0.1,1.6,2,7.2
13,Cheick Diallo,PF,6-9,220,"September 13, 1996",ml,R,University of Kansas,New Orleans,Pelicans,Cheick Diallo,20,13,0,8,1.4,3.5,0.4,0,0,,1.4,3.5,0.4,0.4,0.5,0.8,0.7,1,1.6,2.6,0.2,0.2,0.2,0.2,0.7,3.3
44,Solomon Hill,SF,6-7,225,"March 18, 1991",us,3,University of Arizona,New Orleans,Pelicans,Solomon Hill,25,75,66,29.4,2.3,5.8,0.388,1.2,3.3,0.348,1.1,2.5,0.441,0.487,1.3,1.6,0.812,0.6,3.2,3.8,1.8,0.9,0.4,1,2.3,6.9
12,Donatas Motiejunas,PF,7-0,222,"September 20, 1990",lt,4,,New Orleans,Pelicans,Donatas Motiejunas,26,30,0,13.4,1.6,3.6,0.44,0.3,1.3,0.263,1.3,2.4,0.535,0.486,0.6,1.3,0.462,0.8,2.3,3.1,0.9,0.4,0.3,1,1.7,4.1
22,Quinn Cook,PG,6-2,184,"March 23, 1993",us,R,Duke University,New Orleans,Pelicans,Quinn Cook,23,5,0,2.6,0.6,1,0.6,0.4,0.8,0.5,0.2,0.2,1,0.8,0,0,,0,0.2,0.2,0.4,0.2,0,0,0.4,1.6
4,Jordan Crawford,SG,6-4,195,"October 23, 1988",us,4,Xavier University,New Orleans,Pelicans,Jordan Crawford,28,14,0,23,5.1,10.9,0.474,2.3,5.4,0.427,2.9,5.5,0.519,0.579,1.1,1.4,0.789,0.3,1.7,2,2.9,0.4,0.1,1.1,1.9,13.6
3,Nerlens Noel,C,6-11,228,"April 10, 1994",us,2,University of Kentucky,Dallas,Mavericks,Nerlens Noel,22,29,7,19.4,3.7,6,0.611,0,0,0,3.7,6,0.615,0.611,1.5,2.2,0.683,1.6,3.4,5,1,1.5,0.9,1,2.4,8.9
34,Devin Harris,PG,6-3,192,"February 27, 1983",us,12,University of Wisconsin,Dallas,Mavericks,Devin Harris,33,59,0,16.9,2,5.1,0.39,0.8,2.6,0.331,1.1,2.5,0.45,0.473,1.7,2,0.831,0.2,1.8,2,2,0.7,0.1,0.9,1.6,6.5
23,Wesley Matthews,SG,6-5,220,"October 14, 1986",us,7,Marquette University,Dallas,Mavericks,Wesley Matthews,30,70,70,34.6,4.6,11.8,0.392,2.4,6.7,0.364,2.2,5.1,0.43,0.496,2.1,2.6,0.816,0.2,3.3,3.6,2.8,1.1,0.2,1.4,2.2,13.7
5,J.J. Barea,PG,6-0,185,"June 26, 1984",pr,10,Northeastern University,Dallas,Mavericks,J.J. Barea,32,31,5,22.5,4.1,9.8,0.414,1.4,4.1,0.349,2.6,5.7,0.461,0.487,1.3,1.5,0.854,0.3,2,2.3,5.5,0.4,0,1.7,0.8,10.9
50,Salah Mejri,C,7-1,245,"June 15, 1986",tn,1,,Dallas,Mavericks,Salah Mejri,30,68,11,12.5,1.1,1.8,0.639,0,0,0,1.1,1.7,0.65,0.639,0.5,0.8,0.604,1.3,3,4.3,0.2,0.4,0.9,0.6,2.1,2.7
40,Harrison Barnes,PF,6-8,210,"May 30, 1992",us,4,University of North Carolina,Dallas,Mavericks,Harrison Barnes,24,76,76,35.8,7.7,16.5,0.468,1,2.8,0.35,6.7,13.6,0.493,0.498,3.1,3.6,0.862,1.2,3.9,5.1,1.5,0.9,0.2,1.3,1.6,19.5
7,Dwight Powell,C,6-11,240,"July 20, 1991",ca,2,Stanford University,Dallas,Mavericks,Dwight Powell,25,71,1,16.7,2.4,4.5,0.531,0.1,0.5,0.229,2.3,4,0.568,0.543,1.4,1.8,0.77,1.3,2.7,4,0.6,0.8,0.5,0.4,1.7,6.3
